carat,cut,color,clarity,table,price
1.21,Premium,G,SI2,58.0,5529
1.0,Very Good,I,VS2,54.0,4739
1.51,Fair,H,VS1,67.0,11263
0.31,Very Good,H,VS1,61.0,544
0.57,Premium,D,VS2,57.0,1775
0.37,Ideal,F,SI1,55.0,583
2.32,Ideal,I,SI2,57.0,17676
1.36,Premium,G,I1,57.0,4509
1.01,Good,G,SI1,59.0,4672
0.4,Very Good,H,VVS1,56.0,954
1.01,Very Good,F,SI1,58.0,5248
1.62,Very Good,H,SI1,56.0,10567
0.45,Ideal,H,VS1,54.0,888
1.2,Very Good,H,SI2,60.0,4831
0.51,Ideal,G,VS1,55.0,1781
0.27,Very Good,E,VVS2,60.0,544
0.38,Good,E,IF,58.0,1318
0.53,Very Good,E,VS2,56.7,1857
0.8,Very Good,E,SI2,55.0,2623
1.01,Very Good,J,SI2,59.0,3462
0.3,Premium,G,VVS2,60.0,684
0.91,Very Good,G,VVS2,58.0,4849
1.11,Very Good,E,SI2,58.0,4769
0.31,Very Good,F,VS1,55.0,675
0.9,Good,F,SI2,62.0,3267
0.84,Good,F,I1,64.0,1749
0.59,Ideal,D,SI1,56.0,1816
0.41,Ideal,E,VVS1,55.0,1367
0.35,Very Good,G,IF,59.0,898
0.35,Very Good,I,VS2,57.0,491
0.53,Very Good,G,SI2,55.0,1092
1.13,Ideal,G,SI2,54.0,5062
0.4,Fair,G,VS1,64.0,798
0.73,Very Good,E,SI1,58.0,2821
0.5,Ideal,I,SI1,54.0,1008
0.4,Ideal,I,VVS2,56.0,770
0.73,Fair,I,I1,55.0,1049
1.01,Very Good,F,SI2,55.0,4853
0.37,Ideal,G,VS2,57.0,649
1.34,Ideal,J,SI2,56.0,5358
0.37,Premium,E,SI2,61.0,666
0.51,Ideal,F,VS1,55.0,1836
0.3,Ideal,G,VS2,54.0,495
1.01,Ideal,D,VS2,57.0,7602
0.41,Good,E,VS2,64.0,981
0.51,Premium,G,VS2,58.0,1546
1.11,Ideal,G,SI1,57.0,5127
0.55,Ideal,G,SI1,58.0,1417
0.43,Very Good,G,SI1,60.0,774
0.4,Good,G,SI1,58.0,655
1.2,Premium,D,SI2,57.0,5551
1.5,Good,D,SI1,57.0,11756
1.58,Ideal,I,SI2,57.0,6441
0.91,Premium,E,SI1,61.0,4138
0.39,Ideal,I,VVS2,56.0,849
2.14,Premium,J,SI2,59.0,13205
0.7,Very Good,H,SI1,61.0,2176
1.5,Very Good,I,VS2,55.0,9533
0.9,Very Good,E,SI2,60.0,3342
2.02,Very Good,G,SI2,57.0,12094
0.39,Premium,G,SI1,58.0,878
0.53,Very Good,F,SI1,55.0,1370
0.4,Ideal,F,VVS2,56.0,1163
2.01,Very Good,I,VS1,59.0,18041
0.28,Good,E,VS1,55.0,470
0.52,Very Good,I,VS1,56.3,1262
0.71,Ideal,E,SI1,57.0,2654
0.72,Ideal,E,SI2,56.0,2674
0.79,Ideal,I,VS1,57.0,2958
0.74,Premium,E,SI2,58.0,2617
0.4,Good,D,VVS2,63.0,1135
0.7,Premium,G,VS1,60.0,2838
0.61,Ideal,F,VS2,55.0,2002
0.37,Ideal,F,VS2,57.0,957
1.25,Premium,J,SI1,55.0,5607
1.13,Ideal,H,I1,56.0,3603
1.02,Good,I,SI2,62.0,3342
0.72,Ideal,F,SI1,58.0,2642
0.55,Ideal,E,VS1,57.0,2107
1.03,Fair,G,SI1,63.0,4424
0.34,Premium,G,VS2,59.0,596
0.42,Ideal,H,VVS1,55.0,1068
0.6,Very Good,F,SI1,57.0,1599
1.18,Very Good,J,SI2,57.0,4294
0.34,Premium,D,SI1,59.0,803
1.26,Ideal,D,VS2,57.0,8256
1.06,Very Good,I,VS1,58.3,5293
0.41,Premium,I,VVS2,58.0,827
0.7,Very Good,F,SI1,60.0,2196
0.35,Premium,G,VVS1,61.0,984
0.32,Ideal,D,VVS1,56.0,1067
0.62,Premium,F,SI1,60.0,1633
1.0,Good,I,VS1,56.0,4202
1.08,Very Good,E,SI2,59.0,4415
0.44,Ideal,G,VVS1,57.0,1207
0.81,Ideal,E,SI2,55.0,3101
1.71,Premium,G,SI1,58.0,13666
0.85,Very Good,F,VS1,55.0,4293
0.23,Very Good,E,VVS2,58.0,498
0.37,Premium,F,SI1,59.0,791
0.32,Ideal,E,VS2,56.0,702
0.35,Premium,I,VS1,58.0,552
1.51,Ideal,I,VS2,54.0,9891
0.59,Premium,I,SI1,59.0,1217
0.31,Ideal,E,VS2,57.0,745
0.38,Ideal,G,VS1,54.0,759
0.55,Ideal,G,VVS2,53.8,2064
0.38,Ideal,F,VVS1,57.0,1096
0.24,Very Good,E,VVS1,62.0,485
0.52,Ideal,G,SI2,55.0,1151
0.4,Premium,G,VS2,58.0,966
0.53,Very Good,J,VS2,59.0,1023
2.01,Premium,H,SI2,58.0,15917
0.72,Ideal,E,SI2,55.0,2398
2.03,Ideal,F,SI2,55.0,18578
1.14,Good,G,SI2,60.0,4233
0.31,Ideal,H,SI1,56.0,595
0.9,Premium,G,I1,53.0,1939
0.33,Premium,G,VVS2,58.0,965
0.71,Ideal,D,SI1,55.0,2694
0.39,Ideal,G,SI2,55.0,683
0.3,Very Good,H,VVS1,56.0,684
0.57,Ideal,F,VS2,57.0,1612
0.26,Very Good,F,VS1,56.0,499
1.23,Premium,F,SI2,58.0,5841
0.55,Ideal,G,VS2,56.3,1662
1.01,Good,G,VS2,56.0,5701
0.3,Ideal,D,VS1,54.0,661
0.53,Ideal,F,VS1,55.0,1812
0.5,Good,D,SI1,56.0,1436
0.54,Ideal,G,VS1,57.0,2274
0.35,Ideal,E,VS2,56.0,984
1.01,Good,D,VS2,60.0,6999
1.35,Premium,G,VS1,59.0,10012
0.25,Ideal,H,VS2,55.0,367
0.7,Very Good,E,SI2,59.0,2263
0.37,Ideal,G,SI1,56.0,586
0.73,Premium,G,VS2,58.0,2746
1.0,Good,G,VS1,62.0,6177
1.02,Very Good,F,SI2,59.0,4241
0.27,Premium,E,VS1,58.0,603
0.52,Ideal,G,VVS2,55.0,2012
0.35,Ideal,E,SI2,56.0,630
0.37,Ideal,F,VS1,56.0,846
0.4,Ideal,H,VVS2,57.0,1125
0.91,Fair,F,SI1,57.0,2971
0.55,Good,F,SI1,57.9,1400
1.01,Ideal,E,SI2,57.0,4751
2.05,Premium,I,SI1,57.0,15837
0.91,Ideal,I,VS2,55.0,4317
1.03,Ideal,E,VS1,56.0,8284
0.9,Very Good,G,SI1,57.0,3718
0.41,Very Good,G,VS2,59.0,827
1.51,Ideal,F,VVS2,57.0,16754
0.9,Premium,H,VS1,58.0,4234
0.32,Very Good,F,VS2,57.0,645
0.95,Good,G,VVS2,59.7,5817
0.5,Ideal,F,VVS2,58.0,1960
0.71,Very Good,H,VVS2,56.0,2594
0.9,Good,H,VS2,61.0,3701
0.32,Ideal,D,VS2,56.0,972
0.91,Good,E,I1,63.0,2225
1.5,Very Good,H,VVS1,61.0,11688
0.91,Premium,D,SI2,60.0,4051
0.31,Good,F,VS2,58.0,637
1.13,Premium,G,SI2,61.0,4518
1.01,Very Good,H,VS2,57.0,4559
0.7,Ideal,H,SI2,54.0,1973
0.56,Premium,F,VVS2,61.0,2290
0.44,Very Good,F,SI2,59.0,711
0.52,Premium,F,SI1,60.0,1191
0.38,Very Good,G,SI1,54.0,755
0.4,Ideal,G,VVS2,53.0,883
0.4,Premium,F,VVS1,59.0,1263
1.2,Very Good,I,VS1,58.0,5322
0.32,Ideal,E,VS2,56.0,702
0.38,Ideal,G,SI1,56.0,639
0.75,Ideal,F,VS2,57.0,2893
1.02,Premium,D,I1,60.0,3769
0.51,Premium,G,VVS1,58.0,2027
1.09,Ideal,J,SI1,55.0,4565
1.06,Premium,J,SI2,58.0,3823
0.54,Premium,F,SI2,60.0,1154
2.14,Premium,G,SI2,58.0,12792
0.38,Ideal,E,VVS2,57.0,1030
0.6,Very Good,F,SI1,57.4,1715
0.61,Very Good,E,SI1,55.0,1829
1.06,Ideal,H,SI2,57.0,4452
0.36,Ideal,D,SI1,56.0,663
1.04,Premium,J,SI2,59.0,3669
0.53,Ideal,G,VVS2,57.0,2250
1.04,Premium,I,SI2,59.0,4141
0.51,Very Good,G,VS2,55.0,1443
1.26,Ideal,I,VS2,55.0,6350
2.04,Ideal,J,SI1,57.0,14130
1.5,Premium,I,SI1,57.0,7955
0.43,Premium,F,SI1,60.0,792
0.64,Ideal,D,VS2,59.0,2224
0.57,Premium,E,SI1,59.0,1406
0.31,Premium,E,VS2,60.0,680
0.78,Ideal,G,VS2,57.0,3325
0.55,Premium,D,VVS2,57.0,2331
0.32,Ideal,E,VVS2,55.0,1010
1.54,Premium,I,SI2,59.0,6640
1.51,Very Good,E,SI1,57.0,9474
0.72,Ideal,E,SI1,55.0,3409
1.05,Premium,D,SI1,60.0,5821
0.3,Premium,I,VS1,59.0,608
0.4,Ideal,F,VVS2,55.0,1039
1.21,Premium,H,VS2,60.0,6974
1.7,Ideal,H,VS1,55.0,13823
1.52,Premium,F,VS2,55.0,14388
0.28,Ideal,H,VS1,54.0,476
0.54,Premium,D,SI1,62.0,1720
0.31,Premium,F,VS2,58.0,625
0.54,Ideal,F,VVS2,55.0,2333
0.45,Very Good,G,SI2,61.0,764
0.71,Ideal,E,SI1,56.0,2756
0.31,Premium,F,IF,58.0,977
2.01,Fair,G,SI2,57.0,10887
1.22,Ideal,H,SI2,57.0,6398
0.43,Ideal,G,SI2,55.0,800
1.1,Very Good,F,VS2,58.5,7272
0.31,Very Good,G,VS2,57.0,544
1.05,Ideal,G,VS2,57.0,5504
1.12,Ideal,F,SI2,55.0,4140
0.38,Ideal,E,IF,56.0,1433
2.07,Good,I,VS2,61.0,18707
0.72,Very Good,F,VS1,59.0,2846
0.35,Ideal,I,IF,56.0,715
1.5,Premium,H,VS1,60.0,11189
0.42,Ideal,H,IF,56.0,1135
1.58,Very Good,D,SI1,60.0,13869
1.23,Very Good,F,VVS2,59.0,10650
0.31,Premium,G,VS1,56.0,802
2.24,Premium,I,SI2,58.0,15375
0.52,Very Good,E,VS2,55.0,1621
0.9,Very Good,H,VVS1,59.0,4664
0.7,Very Good,G,SI1,57.0,2106
1.51,Good,J,VS2,58.0,6936
1.13,Premium,F,IF,60.0,12549
0.4,Premium,F,VVS1,59.0,1323
0.24,Ideal,G,SI1,54.0,364
0.91,Good,G,VS1,58.0,4284
1.34,Very Good,H,SI1,59.0,7655
0.3,Ideal,D,VVS2,57.0,814
0.56,Premium,E,VS2,58.0,2167
0.32,Premium,G,VVS2,59.0,730
0.42,Good,G,SI1,57.0,737
1.33,Ideal,H,VS1,57.0,8714
1.07,Ideal,E,SI2,56.0,5602
0.41,Premium,G,VS2,58.0,1061
0.4,Good,H,SI2,59.0,720
0.98,Fair,G,I1,63.0,1749
1.3,Good,E,VVS2,59.0,12967
0.58,Very Good,I,VVS1,57.0,1636
0.5,Very Good,E,SI2,58.0,1181
0.55,Ideal,E,SI1,58.0,1752
1.5,Very Good,I,IF,58.0,10147
0.63,Ideal,E,VS1,56.0,2503
1.2,Very Good,H,SI1,63.0,4603
0.31,Ideal,F,VVS1,55.0,801
0.3,Very Good,D,VVS2,56.0,752
0.43,Ideal,I,VS1,55.0,1218
0.32,Ideal,F,SI1,55.0,648
1.0,Premium,F,SI2,58.0,3640
1.01,Ideal,F,VS2,56.0,6794
1.0,Ideal,G,VVS2,57.0,7979
2.01,Premium,I,VS2,60.0,13003
1.62,Premium,E,SI2,59.0,9526
0.39,Ideal,F,VVS1,54.0,1124
0.7,Premium,G,VS1,59.0,2535
0.58,Ideal,G,SI1,56.0,1690
1.2,Very Good,I,IF,61.0,7141
0.35,Ideal,G,VS1,56.0,706
1.05,Ideal,E,VS2,55.0,9624
0.3,Premium,H,VVS1,58.0,796
1.12,Very Good,G,SI1,58.0,5088
0.43,Good,H,VVS1,61.0,1037
1.01,Premium,G,SI1,59.0,4808
0.36,Ideal,F,SI1,57.0,551
0.33,Ideal,G,IF,56.0,992
0.4,Premium,H,VVS2,58.0,1125
0.46,Premium,E,VS2,60.0,1173
1.03,Premium,F,I1,59.0,3444
1.0,Good,E,SI1,62.0,5345
0.54,Premium,E,SI1,61.0,1637
1.18,Very Good,G,SI1,58.0,6286
0.56,Very Good,E,SI1,57.6,1659
0.38,Premium,G,VS1,58.0,1069
1.01,Premium,G,SI2,59.0,4327
1.71,Premium,E,SI1,58.0,14882
0.7,Ideal,D,SI2,56.0,2575
1.5,Very Good,G,VS2,59.0,18691
0.57,Premium,F,VS1,59.0,1689
0.3,Fair,G,VVS2,58.0,819
1.24,Premium,H,SI1,58.0,6215
1.0,Fair,E,VS2,54.0,5729
0.3,Good,G,VVS2,57.0,684
0.71,Ideal,G,SI1,57.0,2215
2.22,Very Good,J,SI1,60.0,13782
1.0,Very Good,E,SI1,57.0,4864
0.48,Premium,E,VS2,61.0,1323
0.52,Ideal,G,SI2,56.0,1210
1.03,Very Good,H,SI1,53.0,4573
0.56,Ideal,F,VS2,56.0,1664
0.41,Ideal,F,VS1,56.0,1180
0.9,Ideal,G,SI2,56.0,3500
0.42,Premium,F,SI1,57.0,992
0.7,Ideal,E,SI2,58.0,2332
0.47,Premium,J,SI2,59.0,867
0.52,Good,F,VS2,56.0,1605
0.92,Good,D,SI1,57.0,4086
0.52,Ideal,I,SI1,54.0,950
1.03,Premium,H,VS2,61.0,5364
0.7,Good,D,SI2,60.0,2242
0.31,Very Good,I,VVS2,59.0,544
0.73,Ideal,G,VVS1,56.0,3913
0.32,Ideal,G,IF,56.0,918
1.52,Premium,I,VS2,61.0,6793
0.4,Very Good,E,VVS2,59.0,1017
0.7,Very Good,H,SI1,57.0,1830
0.93,Premium,J,VS2,59.0,3125
0.59,Ideal,F,VS2,56.0,1834
0.32,Very Good,I,VS2,56.0,449
0.33,Ideal,F,VVS1,55.0,893
0.9,Good,E,IF,56.0,6804
0.81,Premium,E,SI2,59.0,2368
0.3,Very Good,H,VVS1,54.0,684
0.77,Fair,I,VS1,57.0,2184
1.56,Ideal,H,VS2,56.0,11531
0.32,Ideal,F,VVS2,55.0,786
0.32,Ideal,D,VVS1,56.0,1067
0.38,Ideal,E,VVS2,56.0,1097
0.72,Very Good,E,VVS1,58.0,3903
0.71,Ideal,D,VS1,55.0,3192
0.3,Ideal,E,VS2,56.0,844
0.9,Fair,I,VS2,66.0,2921
1.6,Ideal,H,VS2,57.0,8709
0.35,Very Good,D,VS1,57.0,771
0.34,Ideal,D,VS2,55.0,805
1.1,Ideal,I,SI1,55.0,5199
1.0,Ideal,E,SI2,57.0,4077
0.57,Premium,E,SI1,58.0,1608
1.6,Premium,H,SI1,60.0,9017
1.01,Good,E,VS2,60.0,6666
0.66,Ideal,H,SI1,55.0,1780
0.71,Very Good,E,SI1,59.0,2441
0.45,Good,E,SI1,57.0,829
0.5,Good,E,SI1,56.0,1136
1.24,Premium,J,VS2,59.0,5026
0.32,Ideal,G,VS1,56.0,828
1.13,Ideal,F,SI1,57.0,5342
0.9,Very Good,F,SI1,58.0,3950
1.27,Ideal,I,SI2,56.0,5249
0.31,Very Good,I,VVS1,59.0,732
0.5,Very Good,F,SI2,56.0,1147
0.39,Ideal,G,VS2,53.9,787
1.02,Premium,H,VS2,58.0,4958
1.19,Premium,I,SI2,59.0,4498
0.71,Ideal,F,VS2,56.0,2915
0.92,Premium,E,SI1,57.0,4637
0.91,Fair,E,SI1,62.0,4256
1.08,Good,G,SI2,57.0,4241
1.44,Very Good,E,I1,62.0,5068
0.5,Good,G,SI2,64.0,1121
0.51,Premium,F,SI1,59.0,1406
0.8,Very Good,E,VS1,54.0,4495
0.35,Good,F,VS2,60.0,596
0.38,Ideal,G,SI1,57.0,666
2.04,Premium,I,VS2,58.0,17028
0.31,Ideal,E,VS2,56.0,680
1.5,Premium,H,I1,59.0,3599
0.55,Ideal,F,VS1,56.0,1896
0.45,Ideal,F,VVS1,55.0,1833
0.5,Good,E,SI1,59.0,1090
0.7,Fair,H,VS2,58.0,1981
0.55,Good,J,VS2,54.0,1034
0.81,Premium,G,VS1,59.0,3402
0.72,Premium,F,SI1,60.0,2364
1.01,Good,G,VS2,57.0,5655
0.5,Fair,D,VS2,57.0,1431
1.02,Very Good,D,VS2,58.0,7677
0.3,Ideal,J,VS2,56.0,384
1.04,Ideal,G,VS2,57.0,6177
0.55,Ideal,D,SI1,56.0,1819
0.34,Ideal,G,VS2,55.0,765
1.07,Very Good,G,VS2,55.0,6355
1.51,Very Good,G,SI2,56.0,8637
0.9,Premium,G,VS2,59.0,4424
0.26,Ideal,D,VVS2,55.0,777
0.54,Very Good,G,SI1,59.0,1392
1.7,Ideal,H,VS2,57.0,13681
1.5,Premium,G,VS2,59.0,12196
0.93,Ideal,E,SI1,56.0,4179
0.87,Very Good,J,SI1,60.0,2379
0.78,Good,F,VS1,54.0,3163
0.4,Ideal,D,SI2,57.0,648
0.37,Premium,D,VS1,60.0,1030
0.27,Ideal,G,VS2,55.0,490
0.9,Very Good,H,VS1,59.0,4592
1.01,Good,G,VS2,61.0,5756
0.71,Very Good,F,SI2,56.0,3075
0.41,Good,H,SI1,56.0,683
1.0,Very Good,H,VS2,56.0,5883
0.3,Ideal,F,IF,56.0,886
0.4,Ideal,I,VVS2,56.4,728
0.27,Ideal,E,VVS1,57.0,846
0.48,Good,G,VS1,59.2,1228
0.56,Ideal,G,SI1,56.0,1340
1.22,Very Good,I,SI2,56.0,5072
1.5,Very Good,H,SI1,60.0,10380
0.4,Very Good,J,VS1,58.0,631
0.3,Very Good,E,SI2,61.0,421
0.7,Very Good,E,SI2,59.0,2453
0.35,Ideal,E,VS2,57.0,767
0.41,Premium,F,VVS2,59.0,1192
1.32,Very Good,G,SI2,57.0,6294
1.0,Very Good,F,VS1,56.0,7504
1.5,Premium,F,VS2,53.0,13506
0.3,Premium,H,SI1,61.0,540
0.31,Premium,G,VVS1,58.0,1046
0.57,Very Good,F,VS1,58.0,1871
1.19,Premium,I,SI1,59.0,5464
0.54,Ideal,F,VVS2,55.0,2216
2.16,Premium,H,SI2,60.0,16400
0.48,Very Good,D,VVS2,57.0,2329
2.01,Very Good,E,SI2,61.0,17024
0.91,Good,J,VS2,61.0,3290
0.9,Very Good,G,SI1,56.0,3945
0.4,Premium,G,VVS2,58.0,1050
0.23,Very Good,D,VVS2,61.0,499
0.53,Ideal,D,IF,54.0,3517
1.2,Very Good,F,VS1,59.0,8983
1.33,Premium,G,VS1,58.0,9876
1.53,Ideal,E,SI2,55.0,10698
0.52,Ideal,F,VS1,57.0,1778
0.31,Premium,F,VS2,55.0,802
1.04,Premium,I,SI2,57.0,3774
1.0,Very Good,E,VVS2,58.0,9224
0.51,Very Good,G,VS1,56.0,1668
1.02,Premium,I,VS2,59.0,3713
0.4,Very Good,G,SI2,56.0,765
1.02,Premium,E,VS2,57.0,6854
0.27,Very Good,E,VVS2,54.0,621
0.55,Ideal,D,VS2,56.0,2459
0.9,Premium,D,VS2,59.0,5001
0.56,Very Good,F,VS1,60.0,1915
1.14,Ideal,G,VS1,57.0,8346
0.98,Good,H,SI2,56.0,2898
0.31,Ideal,D,SI1,56.0,571
0.31,Ideal,F,VVS1,54.0,840
0.57,Very Good,E,VS2,57.0,1785
0.3,Premium,F,VS1,58.0,570
0.77,Very Good,D,VS1,58.0,3643
0.35,Premium,D,SI1,61.0,827
1.5,Very Good,H,SI2,58.0,7888
0.37,Ideal,D,VVS1,56.0,1764
0.41,Very Good,I,VVS2,60.0,811
0.46,Ideal,E,VVS2,55.0,1657
0.26,Very Good,F,VVS1,60.0,591
0.57,Ideal,G,VS1,57.0,1876
1.47,Premium,H,SI2,59.0,7573
1.5,Premium,H,SI2,58.0,8148
1.57,Premium,G,SI1,58.0,11113
0.73,Premium,F,SI2,59.0,1971
1.32,Premium,J,SI2,59.0,4160
1.43,Very Good,H,SI1,59.0,8654
0.31,Good,H,VVS2,56.0,625
0.71,Premium,D,SI1,60.0,2822
0.8,Ideal,G,SI2,56.0,2517
1.08,Ideal,G,VS2,57.0,7295
0.31,Ideal,D,SI2,56.0,593
1.12,Very Good,G,VVS1,60.0,8072
1.01,Very Good,F,VVS1,58.0,9908
1.07,Premium,G,VS2,58.0,6471
0.28,Ideal,F,IF,56.0,787
0.9,Good,J,VS2,63.0,3423
1.18,Ideal,G,SI2,55.0,5452
0.38,Very Good,G,VS1,54.0,693
0.38,Ideal,H,VS2,56.0,898
1.16,Ideal,G,VVS1,57.0,9075
1.23,Ideal,I,SI2,56.0,5175
0.32,Ideal,G,VS2,57.0,561
0.41,Premium,E,VS1,59.0,1079
1.19,Very Good,I,SI1,58.0,4665
0.7,Very Good,G,VVS1,56.0,3073
0.37,Very Good,F,IF,57.0,995
1.01,Good,F,SI1,57.0,4549
0.9,Good,G,VVS2,58.0,5001
1.23,Premium,H,VS2,58.0,5979
0.41,Ideal,H,SI1,55.0,876
1.31,Good,H,SI2,57.0,5429
0.41,Very Good,F,VVS1,58.0,1122
1.35,Very Good,H,SI2,56.0,6088
0.7,Premium,G,SI2,58.0,1875
2.01,Ideal,H,SI2,57.0,15562
1.23,Very Good,G,SI2,58.0,5550
0.4,Ideal,E,VVS2,59.0,1106
0.73,Very Good,G,SI1,61.0,2564
2.05,Ideal,J,VS1,58.0,15450
0.55,Good,J,VS1,61.0,969
1.07,Very Good,E,SI2,56.0,4824
0.5,Good,E,SI2,55.0,1181
0.41,Ideal,F,VVS1,55.0,1196
0.56,Ideal,G,VS2,56.0,1698
1.11,Premium,H,VS2,59.0,5395
0.54,Ideal,F,VVS2,54.0,2231
0.71,Very Good,I,VS2,56.0,2219
0.91,Ideal,G,SI1,54.0,4453
1.0,Very Good,E,SI2,59.0,4311
1.02,Good,D,SI2,62.0,3909
0.4,Premium,E,SI1,61.0,882
0.37,Good,H,VS2,55.0,584
0.42,Premium,I,SI1,58.0,626
0.4,Ideal,E,VVS1,56.0,1333
0.57,Very Good,G,VS1,57.0,1934
0.3,Ideal,D,VS2,54.0,710
0.91,Ideal,E,SI2,56.0,3968
0.58,Good,G,SI1,56.0,1295
1.51,Fair,H,VS2,61.0,9678
1.1,Premium,H,SI2,55.0,4004
1.01,Good,F,SI2,59.0,4197
0.78,Premium,F,SI2,57.0,2340
2.0,Very Good,H,SI2,56.0,15446
1.01,Premium,G,VS1,59.0,6618
0.32,Ideal,F,VS2,57.0,828
0.32,Premium,E,IF,58.0,1095
0.42,Premium,D,SI1,59.0,810
1.22,Premium,I,SI1,57.0,5466
0.37,Ideal,G,IF,56.0,1056
1.29,Fair,G,I1,58.0,4277
0.4,Ideal,D,VS2,55.0,982
0.31,Ideal,D,SI1,54.0,565
0.53,Premium,H,IF,59.0,1957
0.72,Ideal,H,SI2,55.0,2112
0.3,Ideal,G,SI2,57.0,422
0.92,Ideal,G,SI2,57.0,4406
0.67,Good,F,VS1,57.0,2244
2.3,Premium,J,SI1,59.0,12499
0.5,Ideal,E,VS1,57.0,1591
0.5,Ideal,E,VS2,55.0,1768
0.5,Ideal,D,VS1,57.0,2454
1.11,Ideal,D,VS1,54.0,9870
0.42,Very Good,F,IF,58.0,1722
1.01,Very Good,G,SI1,57.0,4916
0.5,Very Good,E,VS2,60.0,1559
0.53,Premium,E,SI1,60.0,2099
1.51,Very Good,H,VS2,61.0,9821
1.1,Ideal,J,VS2,55.0,4537
1.58,Very Good,J,SI1,57.0,8057
0.55,Premium,J,SI1,59.0,1348
0.32,Ideal,E,VVS2,57.0,842
1.26,Premium,D,SI2,58.0,5412
0.32,Ideal,G,VVS2,57.0,936
1.09,Very Good,I,VS2,56.0,4959
0.31,Ideal,G,IF,56.0,871
2.01,Ideal,G,VS2,56.0,18172
1.39,Premium,H,VS2,59.0,7006
1.0,Very Good,E,VS1,58.0,7676
1.02,Very Good,G,SI1,56.0,4704
0.58,Ideal,F,SI2,57.0,1208
0.9,Good,F,SI1,61.0,3950
0.53,Premium,G,VS1,58.0,1721
0.24,Very Good,D,VVS2,61.0,485
1.23,Premium,F,VS1,60.0,9489
0.31,Premium,I,SI1,59.0,408
1.0,Premium,F,SI1,59.0,5060
0.9,Ideal,G,SI1,56.0,3931
3.0,Good,I,I1,64.0,10863
0.91,Premium,E,SI2,59.0,3703
0.33,Good,E,SI1,55.0,579
0.56,Premium,F,SI1,59.0,2016
1.54,Ideal,G,VS2,57.0,14103
1.0,Very Good,F,VS2,59.0,6296
0.41,Ideal,F,VVS2,56.0,1323
1.64,Premium,G,VS2,58.0,14201
0.42,Ideal,D,SI1,56.0,1040
1.02,Very Good,F,VVS2,54.0,9043
1.6,Very Good,G,VS2,57.0,14383
0.3,Very Good,I,IF,56.0,810
1.06,Good,F,SI2,61.0,4357
0.53,Premium,D,VS1,61.0,1940
0.51,Premium,F,SI2,59.0,1052
0.4,Premium,F,VVS1,59.0,1263
2.0,Ideal,F,SI2,57.0,18172
1.09,Ideal,G,I1,56.0,3614
1.01,Premium,I,SI1,61.0,4525
1.25,Premium,G,VS2,57.0,7948
0.4,Ideal,E,VS2,57.0,975
1.0,Premium,I,SI2,59.0,3712
0.84,Very Good,H,SI1,57.0,2847
1.14,Ideal,G,VVS2,55.0,8743
0.93,Good,D,SI1,59.0,3812
1.2,Very Good,I,SI1,58.0,5257
0.51,Ideal,E,VS1,56.0,1758
1.01,Ideal,F,VS1,57.0,7887
0.32,Ideal,E,VS2,56.0,846
0.4,Ideal,I,VVS1,57.0,842
1.52,Ideal,J,SI1,57.0,7356
1.02,Premium,F,VS2,58.0,6597
1.01,Very Good,G,VS1,60.0,6368
1.3,Premium,D,SI2,59.0,7002
0.39,Premium,F,SI1,59.0,823
0.73,Ideal,F,SI1,57.0,2527
0.41,Ideal,F,VS2,57.0,1107
1.0,Premium,E,VS2,58.0,7168
0.31,Premium,F,VS2,58.0,802
2.56,Premium,J,SI1,58.0,17186
1.5,Premium,H,VS2,58.0,10291
0.32,Ideal,D,VS2,56.0,758
0.33,Very Good,D,VS2,60.0,615
0.74,Very Good,E,SI1,57.0,2839
0.71,Ideal,G,SI1,57.0,2738
0.36,Ideal,E,VS2,56.0,789
1.2,Very Good,J,VS1,61.0,5016
0.42,Premium,E,SI1,59.0,992
0.55,Ideal,D,VS2,55.0,1928
0.26,Very Good,E,VS2,58.0,452
1.01,Premium,E,SI2,61.0,4434
0.36,Ideal,D,VS2,55.0,773
1.71,Ideal,G,VS1,57.0,17049
0.3,Very Good,H,VVS1,61.0,638
2.0,Good,I,VS1,65.0,15708
2.01,Good,I,SI1,62.0,13464
1.52,Ideal,H,VVS2,56.0,12764
0.71,Ideal,G,SI1,56.0,2518
0.3,Ideal,D,SI2,55.0,574
0.32,Premium,D,VVS1,60.0,973
0.9,Premium,I,SI1,58.0,3251
0.55,Premium,G,SI1,56.0,1226
1.11,Premium,H,SI2,59.0,4662
0.54,Ideal,G,VS1,57.0,1684
0.35,Very Good,D,VS1,55.0,792
1.51,Very Good,I,SI1,60.0,8073
0.37,Very Good,G,VS1,56.0,957
0.47,Very Good,F,VVS2,56.0,1616
0.31,Ideal,D,SI1,56.0,533
0.51,Ideal,J,SI2,56.0,885
0.44,Very Good,G,VVS2,57.0,1081
0.54,Ideal,H,SI1,56.0,1154
0.35,Ideal,D,VVS1,55.0,1303
0.31,Good,G,VVS2,57.0,707
0.35,Ideal,F,VS2,54.0,906
1.12,Ideal,H,SI1,57.0,5818
1.01,Premium,G,SI1,59.0,5006
0.31,Ideal,D,SI1,54.0,732
0.37,Ideal,D,VS2,56.0,1124
0.71,Fair,F,SI1,70.0,2458
1.71,Very Good,J,VS1,59.0,10428
0.52,Good,G,SI1,61.0,1147
0.35,Premium,D,SI1,58.0,644
1.5,Good,J,VS1,57.0,8736
0.71,Very Good,F,SI2,58.0,2098
0.56,Ideal,G,SI1,59.0,1755
